Medidor,Fecha,Hora,kW_del,kVAr_del,kW_rec,kVAr_rec,tension,,,
Alm Agua Santa,10-04-2021,15:30:00,4328.101563,1177.889404,0,0,12326.72656,,,
Alm Agua Santa,10-04-2021,15:45:00,4252.966309,1132.501099,0,0,12323.81738,,,
Alm Agua Santa,10-04-2021,16:00:00,4238.983398,1131.943115,0,0,12327.86621,,,
Alm Agua Santa,10-04-2021,16:15:00,4240.959961,1131.445313,0,0,12325.42676,,,
Alm Agua Santa,10-04-2021,16:30:00,4201.980957,1129.681641,0,0,12329.30469,,,
Alm Agua Santa,10-04-2021,16:45:00,4189.713379,1144.600952,0,0,12331.16602,,,
Alm Agua Santa,10-04-2021,17:00:00,4164.282715,1146.453491,0,0,12329.0791,,,
Alm Agua Santa,10-04-2021,17:15:00,4152.667969,1087.44751,0,0,12350.24414,,,
Alm Agua Santa,10-04-2021,17:30:00,4210.131348,1059.043457,0,0,12449.57227,,,
Alm Agua Santa,10-04-2021,17:45:00,4257.035645,1089.033936,0,0,12457.45117,,,
Alm Agua Santa,10-04-2021,18:00:00,4305.726074,1071.42627,0,0,12453.9209,,,
Alm Agua Santa,10-04-2021,18:15:00,4429.441895,1060.050293,0,0,12447.28027,,,
Alm Agua Santa,10-04-2021,18:30:00,4602.548828,1062.665161,0,0,12458.18262,,,
Alm Agua Santa,10-04-2021,18:45:00,4955.39209,1177.108276,0,0,12461.70801,,,
Alm Agua Santa,10-04-2021,19:00:00,5450.729004,1268.307007,0,0,12474.25,,,
Alm Agua Santa,10-04-2021,19:15:00,5642.056152,1252.863403,0,0,12481.80762,,,
Alm Agua Santa,10-04-2021,19:30:00,5623.918945,1233.584473,0,0,12490.50977,,,
Alm Agua Santa,10-04-2021,19:45:00,5763.42627,1260.721313,0,0,12498.70801,,,
Alm Agua Santa,10-04-2021,20:00:00,5749.859863,1254.513306,0,0,12506.63477,,,
Alm Agua Santa,10-04-2021,20:15:00,5576.771484,1200.192017,0,0,12498.93848,,,
Alm Agua Santa,10-04-2021,20:30:00,5531.928223,1181.841919,0,0,12419.18066,,,
Alm Agua Santa,10-04-2021,20:45:00,5526.585449,1174.728516,0,0,12377.17285,,,
Alm Agua Santa,10-04-2021,21:00:00,5459.643066,1139.265503,0,0,12358.49316,,,
Alm Agua Santa,10-04-2021,21:15:00,5406.721191,1148.410156,0,0,12331.55566,,,
Alm Agua Santa,10-04-2021,21:30:00,5380.559082,1145.869507,0,0,12333.66309,,,
Alm Agua Santa,10-04-2021,21:45:00,5375.57666,1156.669189,0,0,12349.79199,,,
Alm Agua Santa,10-04-2021,22:00:00,5329.807129,1142.303955,0,0,12367.90234,,,
Alm Agua Santa,10-04-2021,22:15:00,5160.11377,1094.728638,0,0,12381.2998,,,
Alm Agua Santa,10-04-2021,22:30:00,4972.774414,1052.223999,0,0,12392.73145,,,
Alm Agua Santa,10-04-2021,22:45:00,4853.381348,1039.632202,0,0,12402.11426,,,
Alm Agua Santa,10-04-2021,23:00:00,4770.728027,1028.979126,0,0,12403.43359,,,
Alm Agua Santa,10-04-2021,23:15:00,4664.647949,993.8519897,0,0,12401.81348,,,
Alm Agua Santa,10-04-2021,23:30:00,4518.019531,975.5910645,0,0,12399.41992,,,
Alm Agua Santa,10-04-2021,23:45:00,4439.873047,990.1915283,0,0,12413.62012,,,
Alm Agua Santa,11-04-2021,0:00:00,4322.789063,1009.460266,0,0,12439.17188,,,
Alm Agua Santa,11-04-2021,0:15:00,4177.334473,975.8171387,0,0,12447.41797,,,
Alm Agua Santa,11-04-2021,0:30:00,4079.615479,983.9107056,0,0,12450.42871,,,
Alm Agua Santa,11-04-2021,0:45:00,3943.646729,971.2943115,0,0,12447.21973,,,
Alm Agua Santa,11-04-2021,1:00:00,3924.733643,948.3778076,0,0,12465.81738,,,
Alm Agua Santa,11-04-2021,1:15:00,3751.017578,902.4872437,0,0,12471.8125,,,
Alm Agua Santa,11-04-2021,1:30:00,3086.336426,668.9191284,0,0,12474.81543,,,
Alm Agua Santa,11-04-2021,1:45:00,2965.116943,667.3191528,0,0,12481.68652,,,
Alm Agua Santa,11-04-2021,2:00:00,3069.101074,757.0979004,0,0,12469.50488,,,
Alm Agua Santa,11-04-2021,2:15:00,3440.315674,936.6703491,0,0,12359.99512,,,
Alm Agua Santa,11-04-2021,2:30:00,3312.911865,921.4290161,0,0,12360.83984,,,
Alm Agua Santa,11-04-2021,2:45:00,3254.650879,915.0291138,0,0,12362.93359,,,
Alm Agua Santa,11-04-2021,3:00:00,3298.120117,935.8187866,0,0,12379.49316,,,
Alm Agua Santa,11-04-2021,3:15:00,3247.374756,937.015686,0,0,12395.84766,,,
Alm Agua Santa,11-04-2021,3:30:00,2877.677734,812.8306274,0,0,12406.41992,,,
Alm Agua Santa,11-04-2021,3:45:00,2733.410889,770.0093994,0,0,12411.09961,,,
Alm Agua Santa,11-04-2021,4:00:00,3200.368164,967.9365234,0,0,12404.99219,,,
Alm Agua Santa,11-04-2021,4:15:00,3181.995361,968.4934082,0,0,12411.10449,,,
Alm Agua Santa,11-04-2021,4:30:00,3121.328125,955.4343262,0,0,12428.59863,,,
Alm Agua Santa,11-04-2021,4:45:00,3047.425049,944.4631958,0,0,12457.4834,,,
Alm Agua Santa,11-04-2021,5:00:00,3036.165771,950.2410278,0,0,12446.06641,,,
Alm Agua Santa,11-04-2021,5:15:00,2821.844482,843.0325317,0,0,12429.14355,,,
Alm Agua Santa,11-04-2021,5:30:00,2475.535156,687.1361694,0,0,12439.12305,,,
Alm Agua Santa,11-04-2021,5:45:00,2884.228027,884.9698486,0,0,12446.02148,,,
Alm Agua Santa,11-04-2021,6:00:00,3038.624512,935.0210571,0,0,12462.94922,,,
Alm Agua Santa,11-04-2021,6:15:00,3035.807861,939.6865234,0,0,12470.62891,,,
Alm Agua Santa,11-04-2021,6:30:00,3005.03418,941.3804932,0,0,12462.85742,,,
Alm Agua Santa,11-04-2021,6:45:00,2915.873047,915.5264282,0,0,12455.8877,,,
Alm Agua Santa,11-04-2021,7:00:00,2545.475586,769.9660034,0,0,12466.87695,,,
Alm Agua Santa,11-04-2021,7:15:00,2174.688477,589.489624,0,0,12463.14746,,,
Alm Agua Santa,11-04-2021,7:30:00,2570.993896,740.4508667,0,0,12475.71094,,,
Alm Agua Santa,11-04-2021,7:45:00,2820.819336,797.6904907,0,0,12476.53125,,,
Alm Agua Santa,11-04-2021,8:00:00,3016.975098,922.0038452,0,0,12467.47266,,,
Alm Agua Santa,11-04-2021,8:15:00,2461.827881,608.1414185,0,0,12473.30957,,,
Alm Agua Santa,11-04-2021,8:30:00,2675.730713,696.4391479,0,0,12475.12988,,,
Alm Agua Santa,11-04-2021,8:45:00,2860.265381,729.6339722,0,0,12485.5791,,,
Alm Agua Santa,11-04-2021,9:00:00,3149.652832,817.7369385,0,0,12474.63965,,,
Alm Agua Santa,11-04-2021,9:15:00,3528.260254,968.7874146,0,0,12460.36816,,,
Alm Agua Santa,11-04-2021,9:30:00,3712.730225,988.1508179,0,0,12450.08789,,,
Alm Agua Santa,11-04-2021,9:45:00,3773.155762,1006.942505,0,0,12474.61523,,,
Alm Agua Santa,11-04-2021,10:00:00,3943.650879,1071.419922,0,0,12442.9248,,,
Alm Agua Santa,11-04-2021,10:15:00,3931.197754,1061.317017,0,0,12390.89453,,,
Alm Agua Santa,11-04-2021,10:30:00,3917.748535,1039.959351,0,0,12379.92578,,,
Alm Agua Santa,11-04-2021,10:45:00,3915.345459,1069.824463,0,0,12359.58887,,,
Alm Agua Santa,11-04-2021,11:00:00,4026.148682,1077.504639,0,0,12343.24023,,,
Alm Agua Santa,11-04-2021,11:15:00,4138.381348,1100.751099,0,0,12336.61035,,,
Alm Agua Santa,11-04-2021,11:30:00,4222.133301,1139.12207,0,0,12339.11035,,,
Alm Agua Santa,11-04-2021,11:45:00,4149.255859,1135.165894,0,0,12315.7959,,,
Alm Agua Santa,11-04-2021,12:00:00,4168.609375,1159.513062,0,0,12282.02637,,,
Alm Agua Santa,11-04-2021,12:15:00,4376.945313,1214.953613,0,0,12266.2207,,,
Alm Agua Santa,11-04-2021,12:30:00,4486.157227,1307.933472,0,0,12369.69238,,,
Alm Agua Santa,11-04-2021,12:45:00,4441.894531,1302.588135,0,0,12410.2041,,,
Alm Agua Santa,11-04-2021,13:00:00,4500.675293,1327.732544,0,0,12411.33301,,,
Alm Agua Santa,11-04-2021,13:15:00,4568.855469,1333.533813,0,0,12393.17578,,,
Alm Agua Santa,11-04-2021,13:30:00,4594.02002,1331.383057,0,0,12377.85645,,,
Alm Agua Santa,11-04-2021,13:45:00,4747.605469,1357.830811,0,0,12370.88867,,,
Alm Agua Santa,11-04-2021,14:00:00,4709.163574,1337.767212,0,0,12375.25684,,,
Alm Agua Santa,11-04-2021,14:15:00,4731.480957,1362.195801,0,0,12368.33984,,,
Alm Agua Santa,11-04-2021,14:30:00,4618.099121,1347.542969,0,0,12358.89355,,,
Alm Agua Santa,11-04-2021,14:45:00,4563.321289,1339.710327,0,0,12347.55566,,,
Alm Agua Santa,11-04-2021,15:00:00,4512.37793,1360.220825,0,0,12345.32422,,,
Alm Agua Santa,11-04-2021,15:15:00,4438.568359,1355.182861,0,0,12346.03711,,,
Alm Agua Santa,11-04-2021,15:30:00,4339.540527,1325.093872,0,0,12339.19629,,,
Alm Agua Santa,11-04-2021,15:45:00,4286.211426,1289.009399,0,0,12323.34375,,,
Alm Agua Santa,11-04-2021,16:00:00,4229.049805,1238.888062,0,0,12311.4043,,,
Alm Agua Santa,11-04-2021,16:15:00,4202.380371,1239.966797,0,0,12310.94043,,,
Alm Agua Santa,11-04-2021,16:30:00,4187.776367,1224.550537,0,0,12317.46777,,,
Alm Agua Santa,11-04-2021,16:45:00,4159.809082,1228.700684,0,0,12320.62402,,,
Alm Agua Santa,11-04-2021,17:00:00,4232.537109,1251.354248,0,0,12320.0791,,,
Alm Agua Santa,11-04-2021,17:15:00,4343.415527,1253.929932,0,0,12345.13086,,,
Alm Agua Santa,11-04-2021,17:30:00,4351.677734,1227.315918,0,0,12455.98242,,,
Alm Agua Santa,11-04-2021,17:45:00,4407.818359,1234.608276,0,0,12469.2002,,,
Alm Agua Santa,11-04-2021,18:00:00,4443.662109,1229.455688,0,0,12472.80078,,,
Alm Agua Santa,11-04-2021,18:15:00,4477.142578,1193.851196,0,0,12473.9043,,,
Alm Agua Santa,11-04-2021,18:30:00,4819.944824,1245.18042,0,0,12463.77637,,,
Alm Agua Santa,11-04-2021,18:45:00,5222.262695,1372.226196,0,0,12464.99512,,,
Alm Agua Santa,11-04-2021,19:00:00,5663.769043,1469.286865,0,0,12470.74219,,,
Alm Agua Santa,11-04-2021,19:15:00,5874.682129,1442.563965,0,0,12474.4834,,,
Alm Agua Santa,11-04-2021,19:30:00,5908.586914,1412.996582,0,0,12481.35449,,,
Alm Agua Santa,11-04-2021,19:45:00,5952.754395,1392.457275,0,0,12485.66797,,,
Alm Agua Santa,11-04-2021,20:00:00,5847.70459,1372.689453,0,0,12473.78418,,,
Alm Agua Santa,11-04-2021,20:15:00,5794.025879,1349.092651,0,0,12443.05566,,,
Alm Agua Santa,11-04-2021,20:30:00,5574.693848,1305.251343,0,0,12385.4248,,,
Alm Agua Santa,11-04-2021,20:45:00,5479.219238,1295.028198,0,0,12343.27148,,,
Alm Agua Santa,11-04-2021,21:00:00,5502.046387,1285.644043,0,0,12328.38184,,,
Alm Agua Santa,11-04-2021,21:15:00,5476.712402,1297.937622,0,0,12338.10254,,,
Alm Agua Santa,11-04-2021,21:30:00,5393.899902,1260.933594,0,0,12334.17676,,,
Alm Agua Santa,11-04-2021,21:45:00,5292.503906,1248.58374,0,0,12333.74805,,,
Alm Agua Santa,11-04-2021,22:00:00,4958.537109,1054.000244,0,0,12331.2002,,,
Alm Agua Santa,11-04-2021,22:15:00,4839.225098,1009.536194,0,0,12336.41016,,,
Alm Agua Santa,11-04-2021,22:30:00,4725.689941,998.4025879,0,0,12347.26855,,,
Alm Agua Santa,11-04-2021,22:45:00,4586.651367,999.4003906,0,0,12352.47559,,,
Alm Agua Santa,11-04-2021,23:00:00,4461.597168,984.2897949,0,0,12350.19043,,,
Alm Agua Santa,11-04-2021,23:15:00,4302.435547,954.2329102,0,0,12358.2168,,,
Alm Agua Santa,11-04-2021,23:30:00,4188.109375,922.369873,0,0,12372.48242,,,
Alm Agua Santa,11-04-2021,23:45:00,4045.483154,934.0152588,0,0,12373.74023,,,
Alm Agua Santa,12-04-2021,0:00:00,3912.367676,931.6784668,0,0,12379.12988,,,
Alm Agua Santa,12-04-2021,0:15:00,3797.059082,934.3550415,0,0,12390.86035,,,
Alm Agua Santa,12-04-2021,0:30:00,3669.578857,928.9624023,0,0,12410.14746,,,
Alm Agua Santa,12-04-2021,0:45:00,3558.157471,916.8554688,0,0,12425.60352,,,
Alm Agua Santa,12-04-2021,1:00:00,3426.633057,914.9424438,0,0,12438.45898,,,
Alm Agua Santa,12-04-2021,1:15:00,3302.748779,912.1295166,0,0,12461.5127,,,
Alm Agua Santa,12-04-2021,1:30:00,3201.448486,903.5493774,0,0,12476.64844,,,
Alm Agua Santa,12-04-2021,1:45:00,3128.154785,911.8414307,0,0,12497.58008,,,
Alm Agua Santa,12-04-2021,2:00:00,3059.508057,926.692749,0,0,12500.4082,,,
Alm Agua Santa,12-04-2021,2:15:00,3003.541748,939.3817749,0,0,12353.59961,,,
Alm Agua Santa,12-04-2021,2:30:00,2939.405029,893.7578125,0,0,12353.79785,,,
Alm Agua Santa,12-04-2021,2:45:00,2894.03833,866.5806274,0,0,12375.71191,,,
Alm Agua Santa,12-04-2021,3:00:00,2846.111084,882.3713989,0,0,12390.77441,,,
Alm Agua Santa,12-04-2021,3:15:00,2794.61377,873.4846191,0,0,12392.36621,,,
Alm Agua Santa,12-04-2021,3:30:00,2761.400635,876.2391968,0,0,12395.39355,,,
Alm Agua Santa,12-04-2021,3:45:00,2739.398193,875.0457764,0,0,12413.39063,,,
Alm Agua Santa,12-04-2021,4:00:00,2730.314453,886.4671631,0,0,12441.41895,,,
Alm Agua Santa,12-04-2021,4:15:00,2708.138916,877.0705566,0,0,12452.29492,,,
Alm Agua Santa,12-04-2021,4:30:00,2691.705811,871.3262329,0,0,12461.97266,,,
Alm Agua Santa,12-04-2021,4:45:00,2679.639893,858.4104004,0,0,12457.48145,,,
Alm Agua Santa,12-04-2021,5:00:00,2678.383789,875.0453491,0,0,12460.35156,,,
Alm Agua Santa,12-04-2021,5:15:00,2798.544434,933.6276855,0,0,12470.07129,,,
Alm Agua Santa,12-04-2021,5:30:00,2915.259277,988.8169556,0,0,12485.69141,,,
Alm Agua Santa,12-04-2021,5:45:00,2925.251953,997.2759399,0,0,12479.58691,,,
Alm Agua Santa,12-04-2021,6:00:00,3057.524902,1002.420227,0,0,12466.57031,,,
Alm Agua Santa,12-04-2021,6:15:00,3272.272461,1038.764038,0,0,12466.46777,,,
Alm Agua Santa,12-04-2021,6:30:00,2855.005127,833.7878418,0,0,12482.42188,,,
Alm Agua Santa,12-04-2021,6:45:00,2875.935059,802.4772339,0,0,12493.49902,,,
Alm Agua Santa,12-04-2021,7:00:00,2857.634033,783.5674438,0,0,12488.72656,,,
Alm Agua Santa,12-04-2021,7:15:00,2816.161377,744.4859619,0,0,12491.68848,,,
Alm Agua Santa,12-04-2021,7:30:00,2957.606689,762.2536011,0,0,12482.37891,,,
Alm Agua Santa,12-04-2021,7:45:00,3495.5896,739.5396729,0,0,12479.73242,,,
Alm Agua Santa,12-04-2021,8:00:00,3486.140869,284.0716553,0,0,12490.10547,,,
Alm Agua Santa,12-04-2021,8:15:00,3480.571777,208.174942,0,0,12397.47461,,,
Alm Agua Santa,12-04-2021,8:30:00,3522.064209,206.0531921,0,0,12352.96484,,,
Alm Agua Santa,12-04-2021,8:45:00,3647.5,272.1289368,0,0,12353.11914,,,
Alm Agua Santa,12-04-2021,9:00:00,3843.153809,308.398468,0,0,12350.97461,,,
Alm Agua Santa,12-04-2021,9:15:00,3642.776123,259.6333313,0,0,12355.02246,,,
Alm Agua Santa,12-04-2021,9:30:00,3631.044189,215.8880157,0,0,12348.36523,,,
Alm Agua Santa,12-04-2021,9:45:00,3690.963379,253.9695587,0,0,12332.23145,,,
Alm Agua Santa,12-04-2021,10:00:00,3762.539795,310.722229,0,0,12347.41113,,,
Alm Agua Santa,12-04-2021,10:15:00,3838.403564,323.0419312,0,0,12390.11133,,,
Alm Agua Santa,12-04-2021,10:30:00,3797.202881,323.0590515,0,0,12343.03125,,,
Alm Agua Santa,12-04-2021,10:45:00,3896.000977,345.6793518,0,0,12311.14844,,,
Alm Agua Santa,12-04-2021,11:00:00,3974.518555,376.2677002,0,0,12300.38965,,,
Alm Agua Santa,12-04-2021,11:15:00,4178.744629,519.6421509,0,0,12295.67773,,,
Alm Agua Santa,12-04-2021,11:30:00,4217.258789,522.4331055,0,0,12304.14648,,,
Alm Agua Santa,12-04-2021,11:45:00,4234.546387,571.2579956,0,0,12294.36328,,,
Alm Agua Santa,12-04-2021,12:00:00,4174.21875,582.8563232,0,0,12287.5791,,,
Alm Agua Santa,12-04-2021,12:15:00,4330.95752,635.1876831,0,0,12397.47461,,,
Alm Agua Santa,12-04-2021,12:30:00,4350.380859,652.5559692,0,0,12377.37305,,,
Alm Agua Santa,12-04-2021,12:45:00,4413.706055,659.6508179,0,0,12369.90625,,,
Alm Agua Santa,12-04-2021,13:00:00,4452.63623,656.9259644,0,0,12363.10547,,,
Alm Agua Santa,12-04-2021,13:15:00,4517.155273,673.3804932,0,0,12347.97363,,,
Alm Agua Santa,12-04-2021,13:30:00,4576.807617,694.9038086,0,0,12341.66992,,,
Alm Agua Santa,12-04-2021,13:45:00,4565.217773,698.3410034,0,0,12331.78711,,,
Alm Agua Santa,12-04-2021,14:00:00,4450.406738,669.3396606,0,0,12326.91699,,,
Alm Agua Santa,12-04-2021,14:15:00,4392.187012,650.230896,0,0,12317.87207,,,
Alm Agua Santa,12-04-2021,14:30:00,4378.019043,670.9822388,0,0,12304.8125,,,
Alm Agua Santa,12-04-2021,14:45:00,4413.47998,657.8223267,0,0,12300.08594,,,
Alm Agua Santa,12-04-2021,15:00:00,4451.193359,683.6090088,0,0,12296.67676,,,
Alm Agua Santa,12-04-2021,15:15:00,4396.373535,870.1445313,0,0,12364.21973,,,
Alm Agua Santa,12-04-2021,15:30:00,4300.561523,1229.154175,0,0,12426.72363,,,
Alm Agua Santa,12-04-2021,15:45:00,4270.233398,1231.729614,0,0,12415.65625,,,
Alm Agua Santa,12-04-2021,16:00:00,4203.59668,1272.59082,0,0,12407.01367,,,
Alm Agua Santa,12-04-2021,16:15:00,4151.712402,1266.045654,0,0,12401.57227,,,
Alm Agua Santa,12-04-2021,16:30:00,4143.977051,1268.24231,0,0,12407.77637,,,
Alm Agua Santa,12-04-2021,16:45:00,4141.822266,1285.387207,0,0,12410.84375,,,
Alm Agua Santa,12-04-2021,17:00:00,4169.556152,1311.857422,0,0,12417.55566,,,
Alm Agua Santa,12-04-2021,17:15:00,4137.574219,1304.187988,0,0,12421.46191,,,
Alm Agua Santa,12-04-2021,17:30:00,4128.655273,1283.40686,0,0,12428.62402,,,
Alm Agua Santa,12-04-2021,17:45:00,4162.474121,1270.697266,0,0,12441.63184,,,
Alm Agua Santa,12-04-2021,18:00:00,4309.62793,1263.978149,0,0,12446.89258,,,
Alm Agua Santa,12-04-2021,18:15:00,4484.45752,1249.335571,0,0,12452.51367,,,
Alm Agua Santa,12-04-2021,18:30:00,4709.239258,1274.418945,0,0,12455.26367,,,
Alm Agua Santa,12-04-2021,18:45:00,5215.498047,1382.157227,0,0,12459.50098,,,
Alm Agua Santa,12-04-2021,19:00:00,5621.360352,1407.134155,0,0,12451.49414,,,
Alm Agua Santa,12-04-2021,19:15:00,5653.804688,1370.278198,0,0,12449.56738,,,
Alm Agua Santa,12-04-2021,19:30:00,5747.941406,1358.096069,0,0,12446.94434,,,
Alm Agua Santa,12-04-2021,19:45:00,5702.641602,1341.689819,0,0,12428.09473,,,
Alm Agua Santa,12-04-2021,20:00:00,5653.405273,1327.159058,0,0,12436.71484,,,
Alm Agua Santa,12-04-2021,20:15:00,5620.502441,1304.177124,0,0,12324.62012,,,
Alm Agua Santa,12-04-2021,20:30:00,5561.145996,1295.575439,0,0,12353.53125,,,
Alm Agua Santa,12-04-2021,20:45:00,5506.343262,1265.413452,0,0,12339.07227,,,
Alm Agua Santa,12-04-2021,21:00:00,5418.505371,1261.081177,0,0,12338.80469,,,
Alm Agua Santa,12-04-2021,21:15:00,5342.02002,1227.664795,0,0,12335.01367,,,
Alm Agua Santa,12-04-2021,21:30:00,5067.377441,1090.628296,0,0,12339.00977,,,
Alm Agua Santa,12-04-2021,21:45:00,5101.241211,1161.046265,0,0,12340.86328,,,
Alm Agua Santa,12-04-2021,22:00:00,5341.866211,1305.096313,0,0,12342.18457,,,
Alm Agua Santa,12-04-2021,22:15:00,5144.049316,1270.204346,0,0,12347.55371,,,
Alm Agua Santa,12-04-2021,22:30:00,4951.912109,1258.48584,0,0,12351.62012,,,
Alm Agua Santa,12-04-2021,22:45:00,4811.265137,1231.973267,0,0,12356.54492,,,
Alm Agua Santa,12-04-2021,23:00:00,4664.760742,1184.613647,0,0,12358.59082,,,
Alm Agua Santa,12-04-2021,23:15:00,4176.647949,916.6607056,0,0,12383.42871,,,
Alm Agua Santa,12-04-2021,23:30:00,3950.81958,878.9224243,0,0,12402.86621,,,
Alm Agua Santa,12-04-2021,23:45:00,3932.363281,928.2490234,0,0,12406.1543,,,
Alm Agua Santa,13-04-2021,0:00:00,3894.996094,1000.244019,0,0,12418.65332,,,
Alm Agua Santa,13-04-2021,0:15:00,3957.082031,1058.877319,0,0,12425.92578,,,
Alm Agua Santa,13-04-2021,0:30:00,3839.616211,1069.346924,0,0,12440.03418,,,
Alm Agua Santa,13-04-2021,0:45:00,3695.338135,1059.057495,0,0,12461.38574,,,
Alm Agua Santa,13-04-2021,1:00:00,3557.605713,1050.427124,0,0,12478.25684,,,
Alm Agua Santa,13-04-2021,1:15:00,3001.515869,804.2617188,0,0,12483.06934,,,
Alm Agua Santa,13-04-2021,1:30:00,3054.057617,890.1444702,0,0,12496.50879,,,
Alm Agua Santa,13-04-2021,1:45:00,3045.977051,943.7059326,0,0,12490.24023,,,
Alm Agua Santa,13-04-2021,2:00:00,3086.990234,993.994812,0,0,12362.76367,,,
Alm Agua Santa,13-04-2021,2:15:00,3045.784912,1003.334351,0,0,12388.3418,,,
Alm Agua Santa,13-04-2021,2:30:00,2977.627686,997.2136841,0,0,12374.50098,,,
Alm Agua Santa,13-04-2021,2:45:00,2919.450928,983.9030762,0,0,12385.78906,,,
Alm Agua Santa,13-04-2021,3:00:00,2897.113037,992.8605957,0,0,12399.85547,,,
Alm Agua Santa,13-04-2021,3:15:00,2852.450928,982.9407959,0,0,12413.4502,,,
Alm Agua Santa,13-04-2021,3:30:00,2829.804199,1002.99939,0,0,12413.74023,,,
Alm Agua Santa,13-04-2021,3:45:00,2812.209229,1000.607544,0,0,12440.67285,,,
Alm Agua Santa,13-04-2021,4:00:00,2801.623535,990.1316528,0,0,12434.5752,,,
Alm Agua Santa,13-04-2021,4:15:00,2787.687988,995.2977295,0,0,12427.19629,,,
Alm Agua Santa,13-04-2021,4:30:00,2753.929443,974.8638306,0,0,12425.10352,,,
Alm Agua Santa,13-04-2021,4:45:00,2754.00293,995.239563,0,0,12434.27344,,,
Alm Agua Santa,13-04-2021,5:00:00,2803.907227,988.1748047,0,0,12448.77734,,,
Alm Agua Santa,13-04-2021,5:15:00,2634.654541,859.9483032,0,0,12450.81152,,,
Alm Agua Santa,13-04-2021,5:30:00,2712.658936,906.2861938,0,0,12440.50879,,,
Alm Agua Santa,13-04-2021,5:45:00,2748.902588,917.4658203,0,0,12430.99316,,,
Alm Agua Santa,13-04-2021,6:00:00,2760.855957,912.6498413,0,0,12438.54297,,,
Alm Agua Santa,13-04-2021,6:15:00,2813.965088,911.9688721,0,0,12451.17773,,,
Alm Agua Santa,13-04-2021,6:30:00,2782.717773,870.0042725,0,0,12452.6123,,,
Alm Agua Santa,13-04-2021,6:45:00,2934.591553,922.4863892,0,0,12441.57227,,,
Alm Agua Santa,13-04-2021,7:00:00,3091.152344,966.8947754,0,0,12434.53711,,,
Alm Agua Santa,13-04-2021,7:15:00,3280.547607,1017.608398,0,0,12442.45117,,,
Alm Agua Santa,13-04-2021,7:30:00,3477.305908,1034.57312,0,0,12461.38672,,,
Alm Agua Santa,13-04-2021,7:45:00,2944.939697,629.5665894,0,0,12463.90625,,,
Alm Agua Santa,13-04-2021,8:00:00,3089.298584,464.131073,0,0,12449.88184,,,
Alm Agua Santa,13-04-2021,8:15:00,3201.031494,499.4206848,0,0,12441.81152,,,
Alm Agua Santa,13-04-2021,8:30:00,3747.753174,728.1572266,0,0,12445.54492,,,
Alm Agua Santa,13-04-2021,8:45:00,3903.392334,753.5009155,0,0,12449.06543,,,
Alm Agua Santa,13-04-2021,9:00:00,3879.873047,765.2802734,0,0,12440.21094,,,
Alm Agua Santa,13-04-2021,9:15:00,3515.421875,579.1334839,0,0,12449.21973,,,
Alm Agua Santa,13-04-2021,9:30:00,3561.39502,565.3642578,0,0,12435.61133,,,
Alm Agua Santa,13-04-2021,9:45:00,3980.730469,743.5161133,0,0,12447.19434,,,
Alm Agua Santa,13-04-2021,10:00:00,4323.574219,839.1176147,0,0,12469.58301,,,
Alm Agua Santa,13-04-2021,10:15:00,4351.243164,846.7109985,0,0,12466.69238,,,
Alm Agua Santa,13-04-2021,10:30:00,4267.376465,829.2839966,0,0,12453.10352,,,
Alm Agua Santa,13-04-2021,10:45:00,4111.50293,804.875,0,0,12462.23145,,,
Alm Agua Santa,13-04-2021,11:00:00,4084.863037,815.3729248,0,0,12438.64844,,,
Alm Agua Santa,13-04-2021,11:15:00,4044.192871,831.3572998,0,0,12398.56348,,,
Alm Agua Santa,13-04-2021,11:30:00,4128.390625,833.9619141,0,0,12383.49707,,,
Alm Agua Santa,13-04-2021,11:45:00,4260.064941,873.65625,0,0,12376.5957,,,
Alm Agua Santa,13-04-2021,12:00:00,4260.177246,890.5860596,0,0,12367.69629,,,
Alm Agua Santa,13-04-2021,12:15:00,4322.051758,898.2683105,0,0,12349.4834,,,
Alm Agua Santa,13-04-2021,12:30:00,4280.600098,904.8468018,0,0,12354.12109,,,
Alm Agua Santa,13-04-2021,12:45:00,4341.287598,909.9919434,0,0,12347.50098,,,
Alm Agua Santa,13-04-2021,13:00:00,4439.324707,919.3816528,0,0,12338.04004,,,
Alm Agua Santa,13-04-2021,13:15:00,4562.104492,910.9176025,0,0,12338.3623,,,
Alm Agua Santa,13-04-2021,13:30:00,4627.828125,927.9802246,0,0,12339.64746,,,
Alm Agua Santa,13-04-2021,13:45:00,4608.724609,946.1339722,0,0,12335.38086,,,
Alm Agua Santa,13-04-2021,14:00:00,4545.436523,923.4163818,0,0,12340.39746,,,
Alm Agua Santa,13-04-2021,14:15:00,4537.82959,899.0578613,0,0,12341.74707,,,
Alm Agua Santa,13-04-2021,14:30:00,4531.55127,907.4574585,0,0,12332.56152,,,
Alm Agua Santa,13-04-2021,14:45:00,4528.329102,893.3509521,0,0,12330.20508,,,
Alm Agua Santa,13-04-2021,15:00:00,4505.557129,904.0301514,0,0,12317.62598,,,
Alm Agua Santa,13-04-2021,15:15:00,4489.395508,986.3614502,0,0,12307.89063,,,
Alm Agua Santa,13-04-2021,15:30:00,4119.805664,936.9588623,0,0,12315.39063,,,
Alm Agua Santa,13-04-2021,15:45:00,4127.220215,952.642334,0,0,12307.19629,,,
Alm Agua Santa,13-04-2021,16:00:00,4154.333984,1010.548889,0,0,12384.12012,,,
